time,ch0,ch1
00:00:01.168.750,0.3101,0.8765
00:00:01.169.000,0.2686,0.9766
00:00:01.169.250,0.2197,1.0547
00:00:01.169.500,0.1904,1.1353
00:00:01.169.750,0.1709,1.1938
00:00:01.170.000,0.1196,1.2549
00:00:01.170.250,0.0903,1.3232
00:00:01.170.500,0.0610,1.3550
00:00:01.170.750,0.0513,1.3940
00:00:01.171.000,0.0415,1.4331
00:00:01.171.250,0.0415,1.4844
00:00:01.171.500,-0.0098,1.5137
00:00:01.171.750,-0.0098,1.5430
00:00:01.172.000,-0.0098,1.5723
00:00:01.172.250,-0.0098,1.6040
00:00:01.172.500,-0.0098,1.6333
00:00:01.172.750,0.0000,1.6724
00:00:01.173.000,-0.0684,1.6919
00:00:01.173.250,-0.1001,1.6919
00:00:01.173.500,-0.1196,1.5942
00:00:01.173.750,-0.1392,1.5137
00:00:01.174.000,-0.1489,1.4331
00:00:01.174.250,-0.1587,1.3232
00:00:01.174.500,-0.1880,1.2354
00:00:01.174.750,-0.2075,1.1157
00:00:01.175.000,-0.2393,0.9863
00:00:01.175.250,-0.2783,0.8374
00:00:01.175.500,-0.2979,0.6763
00:00:01.175.750,-0.3174,0.5176
00:00:01.176.000,-0.3369,0.3687
00:00:01.176.250,-0.3369,0.2295
00:00:01.176.500,-0.3882,0.0903
00:00:01.176.750,-0.4175,-0.0391
00:00:01.177.000,-0.4077,-0.1685
00:00:01.177.250,-0.4468,-0.2979
00:00:01.177.500,-0.4272,-0.4272
00:00:01.177.750,-0.4077,-0.5273
00:00:01.178.000,-0.3589,-0.6177
00:00:01.178.250,-0.2979,-0.7349
00:00:01.178.500,-0.2588,-0.8252
00:00:01.178.750,-0.1782,-0.9155
00:00:01.179.000,-0.1489,-0.9937
00:00:01.179.250,-0.1001,-1.0742
00:00:01.179.500,-0.0781,-1.1450
00:00:01.179.750,-0.0586,-1.2036
00:00:01.180.000,-0.0195,-1.2744
00:00:01.180.250,-0.0293,-1.3232
00:00:01.180.500,0.0000,-1.3721
00:00:01.180.750,0.0195,-1.4136
00:00:01.181.000,0.0293,-1.4526
00:00:01.181.250,0.0293,-1.5015
00:00:01.181.500,0.0610,-1.5332
00:00:01.181.750,0.0415,-1.5527
00:00:01.182.000,0.0610,-1.6016
00:00:01.182.250,0.0806,-1.6113
00:00:01.182.500,0.0708,-1.6528
00:00:01.182.750,0.0806,-1.6919
00:00:01.183.000,0.0903,-1.7017
00:00:01.183.250,0.1489,-1.7017
00:00:01.183.500,0.1587,-1.6406
00:00:01.183.750,0.1904,-1.5527
00:00:01.184.000,0.2100,-1.4624
00:00:01.184.250,0.2100,-1.3428
00:00:01.184.500,0.2295,-1.2427
00:00:01.184.750,0.2588,-1.1230
00:00:01.185.000,0.3003,-0.9937
00:00:01.185.250,0.3198,-0.8545
00:00:01.185.500,0.3394,-0.6860
00:00:01.185.750,0.3589,-0.5176
00:00:01.186.000,0.3979,-0.3784
00:00:01.186.250,0.3979,-0.2393
00:00:01.186.500,0.4590,-0.1099
00:00:01.186.750,0.4785,0.0293
00:00:01.187.000,0.4785,0.1587
00:00:01.187.250,0.5176,0.2881
00:00:01.187.500,0.5078,0.3882
00:00:01.187.750,0.4883,0.4883
00:00:01.188.000,0.4590,0.5884
00:00:01.188.250,0.4297,0.6982
00:00:01.188.500,0.3784,0.8057
00:00:01.188.750,0.3101,0.8765
00:00:01.189.000,0.2783,0.9668
00:00:01.189.250,0.2197,1.0449
00:00:01.189.500,0.2100,1.1255
00:00:01.189.750,0.1807,1.1841
00:00:01.190.000,0.1294,1.2354
00:00:01.190.250,0.0806,1.2939
00:00:01.190.500,0.0610,1.3452
00:00:01.190.750,0.0708,1.3940
00:00:01.191.000,0.0293,1.4233
00:00:01.191.250,0.0195,1.4746
00:00:01.191.500,0.0098,1.5039
00:00:01.191.750,-0.0098,1.5527
00:00:01.192.000,0.0000,1.5723
00:00:01.192.250,0.0098,1.6040
00:00:01.192.500,-0.0098,1.6333
00:00:01.192.750,-0.0293,1.6724
00:00:01.193.000,-0.0586,1.7114
00:00:01.193.250,-0.1001,1.7114
00:00:01.193.500,-0.4565,1.7017
00:00:01.193.750,-0.1880,1.6138
00:00:01.194.000,-0.1782,1.4648
00:00:01.194.250,-0.1782,1.3745
00:00:01.194.500,-0.1782,1.2549
00:00:01.194.750,-0.2075,1.1450
00:00:01.195.000,-0.2295,0.9961
00:00:01.195.250,-0.2783,0.8569
00:00:01.195.500,-0.3076,0.6885
00:00:01.195.750,-0.3271,0.5176
00:00:01.196.000,-0.3467,0.3687
00:00:01.196.250,-0.3589,0.2295
00:00:01.196.500,-0.3687,0.1001
00:00:01.196.750,-0.3979,-0.0488
00:00:01.197.000,-0.4175,-0.1782
00:00:01.197.250,-0.4175,-0.3076
00:00:01.197.500,-0.3979,-0.4272
00:00:01.197.750,-0.3979,-0.5371
00:00:01.198.000,-0.3369,-0.6567
00:00:01.198.250,-0.2783,-0.7666
00:00:01.198.500,-0.2075,-0.8545
00:00:01.198.750,-0.1782,-0.9448
00:00:01.199.000,-0.1392,-1.0352
00:00:01.199.250,-0.1001,-1.1035
00:00:01.199.500,-0.0879,-1.1841
00:00:01.199.750,-0.0293,-1.2329
00:00:01.200.000,-0.0195,-1.3135
00:00:01.200.250,-0.0098,-1.3525
00:00:01.200.500,0.0195,-1.3940
00:00:01.200.750,0.0415,-1.4331
00:00:01.201.000,0.0415,-1.4819
00:00:01.201.250,0.0513,-1.5234
00:00:01.201.500,0.0903,-1.5430
00:00:01.201.750,0.0708,-1.5723
00:00:01.202.000,0.1001,-1.6113
00:00:01.202.250,0.1001,-1.6406
00:00:01.202.500,0.1099,-1.6724
00:00:01.202.750,0.0903,-1.7310
00:00:01.203.000,0.1392,-1.7700
00:00:01.203.250,0.1709,-1.7603
00:00:01.203.500,0.2295,-1.6821
00:00:01.203.750,0.2295,-1.6113
00:00:01.204.000,0.2393,-1.4917
00:00:01.204.250,0.2393,-1.3818
00:00:01.204.500,0.2490,-1.2744
00:00:01.204.750,0.2686,-1.1450
00:00:01.205.000,0.3198,-1.0156
00:00:01.205.250,0.3296,-0.8643
00:00:01.205.500,0.3491,-0.7056
00:00:01.205.750,0.3784,-0.5371
00:00:01.206.000,0.3882,-0.3882
00:00:01.206.250,0.4395,-0.2490
00:00:01.206.500,0.4590,-0.1001
00:00:01.206.750,0.4785,0.0415
00:00:01.207.000,0.4980,0.1709
00:00:01.207.250,0.5176,0.2881
00:00:01.207.500,0.4980,0.3979
00:00:01.207.750,0.4980,0.5176
00:00:01.208.000,0.4688,0.6274
00:00:01.208.250,0.4175,0.7178
00:00:01.208.500,0.3784,0.8374
00:00:01.208.750,0.3101,0.9155
00:00:01.209.000,0.2686,0.9863
00:00:01.209.250,0.2197,1.0767
00:00:01.209.500,0.2100,1.1646
00:00:01.209.750,0.1489,1.2061
00:00:01.210.000,0.1196,1.2744
00:00:01.210.250,0.1001,1.3232
00:00:01.210.500,0.0806,1.3843
00:00:01.210.750,0.0513,1.4136
00:00:01.211.000,0.0513,1.4648
00:00:01.211.250,0.0098,1.4941
00:00:01.211.500,0.0195,1.5234
00:00:01.211.750,0.0000,1.5527
00:00:01.212.000,-0.0098,1.5820
00:00:01.212.250,-0.0195,1.6040
00:00:01.212.500,0.0000,1.6626
00:00:01.212.750,-0.0195,1.7114
00:00:01.213.000,-0.1001,1.7236
00:00:01.213.250,-0.0879,1.7236
00:00:01.213.500,-0.4370,1.6626
00:00:01.213.750,-0.1587,1.6431
00:00:01.214.000,-0.1978,1.5234
00:00:01.214.250,-0.1587,1.3940
00:00:01.214.500,-0.1880,1.2744
00:00:01.214.750,-0.2295,1.1548
00:00:01.215.000,-0.2295,1.0254
00:00:01.215.250,-0.2686,0.8569
00:00:01.215.500,-0.3174,0.6885
00:00:01.215.750,-0.3174,0.5273
00:00:01.216.000,-0.3271,0.3882
00:00:01.216.250,-0.3687,0.2490
00:00:01.216.500,-0.3784,0.0903
00:00:01.216.750,-0.4077,-0.0586
00:00:01.217.000,-0.4272,-0.1978
00:00:01.217.250,-0.4175,-0.3174
00:00:01.217.500,-0.4175,-0.4468
00:00:01.217.750,-0.3882,-0.5371
00:00:01.218.000,-0.3369,-0.6567
00:00:01.218.250,-0.2881,-0.7568
00:00:01.218.500,-0.2295,-0.8545
00:00:01.218.750,-0.1685,-0.9546
00:00:01.219.000,-0.1294,-1.0254
00:00:01.219.250,-0.0879,-1.1230
00:00:01.219.500,-0.0684,-1.1841
00:00:01.219.750,-0.0391,-1.2524
00:00:01.220.000,0.0098,-1.3135
00:00:01.220.250,0.0000,-1.3623
00:00:01.220.500,0.0098,-1.3940
00:00:01.220.750,0.0195,-1.4331
00:00:01.221.000,0.0513,-1.4722
00:00:01.221.250,0.0610,-1.5112
00:00:01.221.500,0.0708,-1.5430
00:00:01.221.750,0.0513,-1.5723
00:00:01.222.000,0.0806,-1.6016
00:00:01.222.250,0.1001,-1.6309
00:00:01.222.500,0.0903,-1.6724
00:00:01.222.750,0.0806,-1.7017
00:00:01.223.000,0.1001,-1.7212
00:00:01.223.250,0.1489,-1.7212
00:00:01.223.500,0.1709,-1.6309
00:00:01.223.750,0.2100,-1.5430
00:00:01.224.000,0.2002,-1.4526
00:00:01.224.250,0.2197,-1.3525
00:00:01.224.500,0.2295,-1.2427
00:00:01.224.750,0.2783,-1.1230
00:00:01.225.000,0.2783,-0.9937
00:00:01.225.250,0.3394,-0.8447
00:00:01.225.500,0.3687,-0.6763
00:00:01.225.750,0.3589,-0.5176
00:00:01.226.000,0.3979,-0.3687
00:00:01.226.250,0.4395,-0.2490
00:00:01.226.500,0.4590,-0.1001
00:00:01.226.750,0.4688,0.0293
00:00:01.227.000,0.4785,0.1587
00:00:01.227.250,0.4980,0.2783
00:00:01.227.500,0.4980,0.4077
00:00:01.227.750,0.4980,0.5078
00:00:01.228.000,0.4785,0.6079
00:00:01.228.250,0.4395,0.6982
00:00:01.228.500,0.3784,0.7959
00:00:01.228.750,0.3296,0.8862
00:00:01.229.000,0.2686,0.9766
00:00:01.229.250,0.2393,1.0449
00:00:01.229.500,0.2002,1.1255
00:00:01.229.750,0.1587,1.1841
00:00:01.230.000,0.1294,1.2451
00:00:01.230.250,0.1001,1.3037
00:00:01.230.500,0.0806,1.3550
00:00:01.230.750,0.0513,1.3843
00:00:01.231.000,0.0513,1.4331
00:00:01.231.250,0.0293,1.4746
00:00:01.231.500,-0.0195,1.5039
00:00:01.231.750,0.0000,1.5430
00:00:01.232.000,-0.0195,1.5942
00:00:01.232.250,0.0000,1.6040
00:00:01.232.500,-0.0195,1.6528
00:00:01.232.750,-0.0293,1.7017
00:00:01.233.000,-0.0684,1.7432
00:00:01.233.250,-0.0879,1.7236
00:00:01.233.500,-0.3271,1.7236
00:00:01.233.750,-0.1782,1.6333
00:00:01.234.000,-0.1880,1.5332
00:00:01.234.250,-0.2075,1.4331
00:00:01.234.500,-0.2173,1.2939
00:00:01.234.750,-0.2295,1.1548
00:00:01.235.000,-0.2588,1.0254
00:00:01.235.250,-0.2881,0.8862
00:00:01.235.500,-0.3174,0.6982
00:00:01.235.750,-0.3271,0.5176
00:00:01.236.000,-0.3174,0.3687
00:00:01.236.250,-0.3271,0.2295
00:00:01.236.500,-0.3784,0.1001
00:00:01.236.750,-0.3979,-0.0488
00:00:01.237.000,-0.4175,-0.1880
00:00:01.237.250,-0.4077,-0.3076
00:00:01.237.500,-0.4077,-0.4272
00:00:01.237.750,-0.3784,-0.5566
00:00:01.238.000,-0.3369,-0.6567
00:00:01.238.250,-0.2979,-0.7568
00:00:01.238.500,-0.2173,-0.8545
00:00:01.238.750,-0.1978,-0.9546
00:00:01.239.000,-0.1392,-1.0547
00:00:01.239.250,-0.1001,-1.1133
00:00:01.239.500,-0.0586,-1.1938
00:00:01.239.750,-0.0098,-1.2646
00:00:01.240.000,-0.0098,-1.3037
00:00:01.240.250,0.0000,-1.3525
00:00:01.240.500,0.0098,-1.4038
00:00:01.240.750,0.0415,-1.4331
00:00:01.241.000,0.0195,-1.4819
00:00:01.241.250,0.0293,-1.5112
00:00:01.241.500,0.0610,-1.5430
00:00:01.241.750,0.0513,-1.5723
00:00:01.242.000,0.0610,-1.6016
00:00:01.242.250,0.0806,-1.6406
00:00:01.242.500,0.0708,-1.6724
00:00:01.242.750,0.0806,-1.7114
00:00:01.243.000,0.1001,-1.7407
00:00:01.243.250,0.1294,-1.7212
00:00:01.243.500,0.1904,-1.6528
00:00:01.243.750,0.2002,-1.5625
00:00:01.244.000,0.2197,-1.4526
00:00:01.244.250,0.2295,-1.3623
00:00:01.244.500,0.2393,-1.2427
00:00:01.244.750,0.2783,-1.1353
00:00:01.245.000,0.3003,-0.9937
00:00:01.245.250,0.3198,-0.8447
00:00:01.245.500,0.3589,-0.6860
00:00:01.245.750,0.3784,-0.5371
00:00:01.246.000,0.3784,-0.3979
00:00:01.246.250,0.4297,-0.2490
00:00:01.246.500,0.4688,-0.1099
00:00:01.246.750,0.4785,0.0293
00:00:01.247.000,0.4980,0.1587
00:00:01.247.250,0.5078,0.2783
00:00:01.247.500,0.5176,0.3979
00:00:01.247.750,0.4883,0.5078
00:00:01.248.000,0.4395,0.5981
00:00:01.248.250,0.4492,0.7178
00:00:01.248.500,0.3784,0.8057
00:00:01.248.750,0.3198,0.8960
00:00:01.249.000,0.2783,0.9668
00:00:01.249.250,0.2393,1.0645
00:00:01.249.500,0.2100,1.1157
00:00:01.249.750,0.1709,1.2061
00:00:01.250.000,0.1196,1.2451
00:00:01.250.250,0.1099,1.3037
00:00:01.250.500,0.0806,1.3550
00:00:01.250.750,0.0415,1.3940
00:00:01.251.000,0.0293,1.4331
00:00:01.251.250,0.0293,1.4746
00:00:01.251.500,0.0195,1.5137
00:00:01.251.750,0.0000,1.5527
00:00:01.252.000,-0.0293,1.5942
00:00:01.252.250,-0.0098,1.6138
00:00:01.252.500,-0.0195,1.6626
00:00:01.252.750,-0.0488,1.7017
00:00:01.253.000,-0.0684,1.7334
00:00:01.253.250,-0.1001,1.7529
00:00:01.253.500,-0.4565,1.7236
00:00:01.253.750,-0.1587,1.5723
00:00:01.254.000,-0.1782,1.4746
00:00:01.254.250,-0.1782,1.3745
00:00:01.254.500,-0.2173,1.2646
00:00:01.254.750,-0.2173,1.1450
00:00:01.255.000,-0.2588,1.0059
00:00:01.255.250,-0.2881,0.8472
00:00:01.255.500,-0.3174,0.6982
00:00:01.255.750,-0.3076,0.5273
00:00:01.256.000,-0.3369,0.3882
00:00:01.256.250,-0.3589,0.2490
00:00:01.256.500,-0.3882,0.0903
00:00:01.256.750,-0.4077,-0.0391
00:00:01.257.000,-0.4272,-0.1880
00:00:01.257.250,-0.4077,-0.3076
00:00:01.257.500,-0.4175,-0.4370
00:00:01.257.750,-0.4077,-0.5371
00:00:01.258.000,-0.3589,-0.6470
00:00:01.258.250,-0.2979,-0.7666
00:00:01.258.500,-0.2490,-0.8447
00:00:01.258.750,-0.1782,-0.9448
00:00:01.259.000,-0.1489,-1.0352
00:00:01.259.250,-0.1099,-1.1133
00:00:01.259.500,-0.0684,-1.1841
00:00:01.259.750,-0.0391,-1.2427
00:00:01.260.000,-0.0195,-1.3135
00:00:01.260.250,0.0098,-1.3525
00:00:01.260.500,0.0195,-1.4038
00:00:01.260.750,0.0293,-1.4429
00:00:01.261.000,0.0415,-1.4819
00:00:01.261.250,0.0610,-1.5112
00:00:01.261.500,0.0610,-1.5527
00:00:01.261.750,0.0610,-1.5820
00:00:01.262.000,0.0610,-1.6016
00:00:01.262.250,0.0903,-1.6528
00:00:01.262.500,0.0806,-1.6821
00:00:01.262.750,0.0806,-1.7212
00:00:01.263.000,0.1001,-1.7407
00:00:01.263.250,0.1709,-1.7407
00:00:01.263.500,0.2002,-1.6406
00:00:01.263.750,0.2100,-1.5625
00:00:01.264.000,0.2197,-1.4722
00:00:01.264.250,0.2197,-1.3623
00:00:01.264.500,0.2588,-1.2524
00:00:01.264.750,0.2686,-1.1353
00:00:01.265.000,0.3003,-1.0059
00:00:01.265.250,0.3296,-0.8643
00:00:01.265.500,0.3589,-0.6958
00:00:01.265.750,0.3687,-0.5273
00:00:01.266.000,0.3882,-0.3882
00:00:01.266.250,0.4492,-0.2393
00:00:01.266.500,0.4688,-0.1001
00:00:01.266.750,0.4883,0.0415
00:00:01.267.000,0.4883,0.1709
00:00:01.267.250,0.5176,0.3003
00:00:01.267.500,0.5078,0.3979
00:00:01.267.750,0.4980,0.5078
00:00:01.268.000,0.4980,0.6079
00:00:01.268.250,0.4297,0.6885
00:00:01.268.500,0.3687,0.8057
00:00:01.268.750,0.3101,0.9155
00:00:01.269.000,0.2490,0.9863
00:00:01.269.250,0.2100,1.0645
00:00:01.269.500,0.1904,1.1255
00:00:01.269.750,0.1392,1.2158
